Text,Label
,ham	Its a great day. Do have yourself a beautiful one.
,ham	Good morning princess! How are you?
,ham	If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
,ham	No da. . Vijay going to talk in jaya tv
,ham	Yes just finished watching days of our lives. I love it.
,spam	Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
,"ham	Until 545 lor... Ya, can go 4 dinner together..."
,ham	Come to my home for one last time i wont do anything. Trust me.
,ham	Oh my God. I'm almost home
,"ham	Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
,ham	I told your number to gautham..
,"ham	Sorry,in meeting I'll call later"
,ham	Actually getting ready to leave the house.
,ham	You got job in wipro:)you will get every thing in life in 2 or 3 years.
,"spam	SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
,ham	Am okay. Will soon be over. All the best
,ham	Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
,ham	Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
,ham	No need to say anything to me. I know i am an outsider
,ham	Everybody had fun this evening. Miss you.
,"ham	Aight, we'll head out in a few"
,ham	Wife.how she knew the time of murder exactly
,ham	I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
,ham	K I'll be there before 4.
,ham	S now only i took tablets . Reaction morning only.
,ham	Left dessert. U wan me 2 go suntec look 4 u?
,ham	Doing project w frens lor.
,ham	Have you finished work yet? :)
,spam	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
,ham	So wat's da decision?
,spam	Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
,ham	Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
,ham	I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
,ham	2 and half years i missed your friendship:-)
,ham	I don't know but I'm raping dudes at poker
,"spam	Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
,ham	Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
,ham	Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
,ham	I don't think he has spatula hands!
,ham	I need details about that online job.
,"ham	Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
,ham	How's ur paper?
,ham	There is no sense in my foot and penis.
,ham	I want to see your pretty pussy...
,ham	Are you this much buzy
,spam	You have 1 new voicemail. Please call 08719181513.
,ham	I know a few people I can hit up and fuck to the yes
,ham	Oh all have to come ah?
,"ham	I'd say that's a good sign but, well, you know my track record at reading women"
,"ham	Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
,ham	C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
,"ham	Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
,ham	Am in gobi arts college
,"ham	Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
,"ham	Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
,ham	Otherwise had part time job na-tuition..
,ham	It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
,ham	We're finally ready fyi
,"ham	Haha yeah, 2 oz is kind of a shitload"
,ham	Ha ha - had popped down to the loo when you hello-ed me. Hello!
,ham	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
,ham	 and  picking them up from various points
,ham	Thanx a lot 4 ur help!
,ham	O. Well uv causes mutations. Sunscreen is like essential thesedays
,ham	How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
,"ham	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
,ham	Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
,spam	08714712388 between 10am-7pm Cost 10p
,spam	URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
,ham	DO U WANT 2 MEET UP 2MORRO
,ham	Ü got wat to buy tell us then ü no need to come in again.
,spam	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
,ham	Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
,spam	Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
,ham	Excellent! Wish we were together right now!
,ham	Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
,ham	I will be gentle princess! We will make sweet gentle love...
,ham	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
,ham	Pls accept me for one day. Or am begging you change the number.
,ham	Are you angry with me. What happen dear
,ham	Yes i thought so. Thanks.
,ham	U sure u can't take any sick time?
,ham	How are you doing. How's the queen. Are you going for the royal wedding
,ham	Oh k.k..where did you take test?
,ham	Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
,ham	And several to you sir.
,ham	Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
,ham	Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
,ham	Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
,"ham	There're some people by mu, I'm at the table by lambda"
,ham	Hey i'm bored... So i'm thinking of u... So wat r u doing?
,ham	Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
,ham	It's ok i wun b angry. Msg u aft i come home tonight.
,spam	How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
,ham	645
,"ham	I can probably come by, everybody's done around  &lt;#&gt;  right?"
,spam	FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
,"ham	Lets use it next week, princess :)"
,"ham	Sorry, I'll call later"
,"ham	Could you not read me, my Love ? I answered you"
,ham	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
,ham	Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
,ham	great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
,ham	Ard 515 like dat. Y?
,"ham	Thursday night? Yeah, sure thing, we'll work it out then"
,ham	Oh oh... Den muz change plan liao... Go back have to yan jiu again...
,"ham	Just checked out, heading out to drop off my stuff now"
,ham	Is ur lecture over?
,spam	Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
,ham	Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
,ham	You still around? Looking to pick up later
,ham	I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
,"spam	SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
,ham	You will be in the place of that man
,ham	Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
,ham	I have to take exam with march 3
,ham	Tmr timin still da same wat cos i got lesson until 6...
,ham	I dont have i shall buy one dear
,ham	Oh yeah! And my diet just flew out the window
,ham	Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
,ham	What time do u get out?
,ham	Hey mr whats the name of that bill brison book the one about language and words
,ham	Hhahhaahahah rofl wtf nig was leonardo in your room or something
,ham	No. Did you multimedia message them or e-mail?
,ham	I'm really sorry I lit your hair on fire
,"spam	Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
,ham	Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
,"ham	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
,"ham	I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
,"ham	I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
,ham	Me fine..absolutly fine
,ham	Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
,"ham	Lol, oh you got a friend for the dog ?"
,ham	Ok.
,ham	SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
,"ham	Hey , is * rite u put »10 evey mnth is that all?"
,ham	But you were together so you should be thinkin about him
,ham	7 lor... Change 2 suntec... Wat time u coming?
,"ham	The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
,ham	Tell rob to mack his gf in the theater
,spam	URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
,ham	Oh for fuck's sake she's in like tallahassee
,ham	Good words.... But words may leave u in dismay many times.
,"ham	""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."""
,ham	I am in escape theatre now. . Going to watch KAVALAN in a few minutes
,"ham	Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
,ham	Now only i reached home. . . I am very tired now. . I will come tomorro
,"ham	My planning usually stops at ""find hella weed, smoke hella weed"""
,ham	How do you plan to manage that
,ham	Nt joking seriously i told
,spam	Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
,ham	Did u find out what time the bus is at coz i need to sort some stuff out.
,"spam	Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
,ham	Mm so you asked me not to call radio
,ham	U reach orchard already? U wan 2 go buy tickets first?
,ham	Ok then no need to tell me anything i am going to sleep good night
,ham	Yes..gauti and sehwag out of odi series.
,ham	You can never do NOTHING
,ham	Do have a nice day today. I love you so dearly.
,ham	Great escape. I fancy the bridge but needs her lager. See you tomo
,ham	It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
,ham	But i have to. I like to have love and arrange.
