Message,Label
miserable tell u side effect birth control massive gut wrenching cramp first 2 month sleep last night,0
today song dedicated day song u dedicate send ur valuable frnds first rply,0
hey girl r u hope u r well del r bak long time c give call sum time lucyxx,0
8 min go lunch,0
please come imin town dontmatter urgoin outl8r reallyneed 2docd please dontplease dontignore mycalls u thecd isv important tome 4 2moro,0
customer place call,0
lip synced shangela,0
cant think anyone spare room top head,0
know u u know send chat 86688 let find 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 year,1
dear reached railway happen,0
back 2 work 2morro half term u c 2nite 4 sexy passion b4 2 go back chat 09099726481 luv dena call 1 minmobsmorelkpobox177hp51fl,1
get ready moan scream,0
jane babe goin 2 wrk feel ill lst nite foned already cover 4 chuck,0
get class bsn like lt gt minute know advising,0
got shitload diamond though,0
ok,0
got like lt gt get later though get whatever feel like,0
tell u headache want use 1 hour sick time,0
hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,0
late need go n get da laptop,0
pls confirm time collect cheque,0
buy pizza meat lover supreme u get pick,0
aiyar u poor thing give u support k jia think u,0
hey anyway,0
ok ill send lt decimal gt ok,0
much ur hdd casing cost,0
yesterday true true,0
indeed way either,0
hey project started aha da,0
u repeat e instruction wat e road name ur house,0
oh ho first time u use type word,0
ok enjoy r u home,0
oh ic thought meant mary jane,0
yo yo yo byatch whassup,0
yeah probs last night obviously catching speak soon,0
consider wall bunker shit important never play peaceful guess place high enough matter,0
fact leave think addie go back school tues wed,0
urgent mobile 07xxxxxxxxx 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362231 asap box97n7qp 150ppm,1
cool text parked,0
well boy glad g wasted night applebees nothing,0
k head min see,0
g say never answer text confirm deny,0
ultimately tor motive tui achieve korli,0
available soiree june 3rd,0
dunno lei neva say,0
seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,0
love aathi love u lot,0
6 ft good combination,0
always brainy one,0
mm time dont like fun,0
urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,1
word checkmate chess come persian phrase shah maat mean king dead goodmorning good day,0
hamster dead hey tmr meet 1pm orchard mrt,0
u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,0
dont send plus mode,0
didnt holla,0
otherwise part time job na tuition,0
oh k got job whats,0
hi finally completed course,0
going dinner msg,0
sent ur email id soon,0
x2 lt gt going get,0
nah wednesday bring mini cheetos bag,0
outside island head towards hard rock run,0
hello madam,0
accordingly repeat text word ok mobile phone send,1
really crashed cuddled sofa,0
back lemme know ready,0
good morning dear shijutta great amp successful day,0
next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video,1
cheer lou yeah goodnite shame u neva came c ya gailxx,0
yeah hopefully tyler could maybe ask around bit,0
hello thanx taking call got job start monday,0
see half hour,0
awesome think get 8th usf time tonight,0
use foreign stamp country good lecture,0
oh thanks lot already bought 2 egg,0
ok stay night xavier sleeping bag getting tired,0
good time nice something bit different weekend change see ya soon,0
meeting u work tel shall work tomorrow,0
jokin lar depends phone father get lor,0
remember hurt day satanic imposter need pay price may destiny keep going u said pray get mind get,0
little med say take every 8 hour 5 pain back took another hope die,0
darling sister school resuming minimum wait period reapply take care,0
wat r u,0
huh cant go 2 ur house empty handed right,0
ringtoneking 84484,1
seeing,0
cancelled yeah baby well sound important understand darlin give ring later fone love kate x,0
make cry stuff happens top everything else push edge underdtand often cry sorry sorry life,0
one talking,0
night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,0
black shirt n blue jean thk c ü,0
let want house 8am,0
dog must always wait till end day word run time cell already,0
hey gal anyone u going e driving centre tmr,0
going thru different feeling wavering decision coping individual time heal everything believe,0
yup giving problem mayb jus leave,0
mu like lt gt second,0
new tone week include 1 mcfly ab 2 sara jorge shock 3 smith switch order follow instruction next message,1
k girl waiting reception ah,0
ok sweet dream,0
good friend care close friend understand true friend stay forever beyond word beyond time gud ni8,0
shopping eh ger toking abt syd leh haha,0
k k business,0
ok,0
sleeping nt feeling well,0
funny fact nobody teach volcano 2 erupt tsunami 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happens,0
reaching another 2 stop,0
multiply number independently count decimal point division push decimal place like showed,0
forgot tell ü smth ü like number section clearer,0
come n pick ü come immediately aft ur lesson,0
eat shit wait ur monkey face bitch u asshole,0
heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream,0
got new year co yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended,0
mobile 10 mths update latest orange camera video phone free save free text weekend call text yes callback orno opt,1
dear got bus directly calicut,0
yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke,0
dear relieved westonzoyland going plan end,0
lord ring return king store reply lotr 2 june 4 chance 2 win lotr soundtrack cd stdtxtrate reply stop end txts,1
hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss,0
mystery solved opened email sent another batch sweetie,0
aight wat happening side,0
ok sure time tho sure get library class try see point good eve,0
went fast asleep dear take care,0
k must book huh going yoga basic sunday,0
aiya discus later lar pick ü 4,0
wake gt,0
long since screamed princess,0
nice day today love dearly,0
loverboy keep coming queen hmmm ache speak miss desparately,0
howz pain hope u r fine,0
life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning,0
men like shorter lady gaze eye,0
oh fine tonight,0
u get message,0
come,0
k k also fine complete course,0
da bus going home,0
jay say double faggot,0
ok lor thanx ü school,0
ok later showing around 8 8 30 want cld drink wld prefer spend money nosh mind nxt wk,0
ü b going esplanade fr home,0
thanks love torch bold,0
ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk 2 u sn lot lovejen xxx,0
meanwhile shit suite xavier decided give u lt gt second warning samantha coming playing jay guitar impress shit also think doug realizes live anymore,0
thought see,0
goodmorning today late lt gt min,0
hey great deal farm tour 9am 5pm 95 pax 50 deposit 16 may,0
good day pray remove teeth painful maintaining stuff,0
fine got enough bud last night least,0
say thanks2,0
fucking chickened messaged would late woould buzz hear word,0
oh oh den muz change plan liao go back yan jiu,0
tomarrow want got court lt decimal gt come bus stand 9,0
collect valentine weekend paris inc flight hotel 200 prize guaranteed text paris 69101 www rtf sphosting com,1
turning phone mom telling everyone cancer sister stop calling hurt talk put see u u get home love u,0
also maaaan missing,0
k deleted contact,0
new mobile 2004 must go txt nokia 89545 collect today 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,1
urgent mobile number awarded 2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs,1
sound good finger make difficult type,0
hey booked pilate yoga lesson already haha,0
checked heading drop stuff,0
u meet fren dun wan meet ah muz b guy rite,0
aiyah wait lor u entertain hee,0
yup shd haf ard 10 page add figure ü got many page,0
derp worse dude always want party dude file complaint three drug abuser life,0
dear voucher holder claim week offer pc please go http www e tlp co uk expressoffer t c apply stop text txt stop 80062,1
thk shld b ya wana go 4 lesson haha go one whole stretch,0
usually body take care buy making sure doesnt progress pls continue talk saturday,0
hard believe thing like say lie think twice saying anything,0
hey want anything buy,0
im arestaurant eating squid 10 30 wanna dosomething late,0
hi 2nights ur lucky night uve invited 2 xchat uk wildest chat txt chat 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,1
aight ask roommate,0
u horrible gal u knew dat going wif yest n u still come n ask,0
den wat e schedule b lk sun,0
sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,0
happen tell truth,0
free call sir,0
aight head,0
enjoy jamster videosound gold club credit 2 new videosounds 2 logo musicnews get fun jamster co uk 16 help call 09701213186,1
